rank,family_scientific,family_common,genus_scientific,genus_common,genushybrid_scientific,genushybrid_common,section_scientific,section_common,species_scientific,species_common,hybrid_scientific,hybrid_common,subspecies_hybrid_scientific,subspecies_hybrid_common,subspecies_scientific,subspecies_common,group_scientific,group_common,variety_scientific,variety_common,form_scientific,form_common,scientific_synonyms_sbm,slovak_synonyms_sbm,is_taxon_questionable
species,Gentianaceae,,,,,,,,Centaurium quadrifolium,zemežlč štvorlistá,,,,,,,,,,,,,[],[],False
subspecies,Gentianaceae,,,,,,,,,,,,,,Centaurium quadrifolium linariifolium,zemežlč štvorlistá pyštekolistá,,,,,,,['Erythraea linariifolia'],[],False
species,Gentianaceae,,,,,,,,Centaurium suffruticosum,zemežlč konáristá,,,,,,,,,,,,,[],[],False
hybrid,Gentianaceae,,,,,,,,,,Centaurium × aschersonianum,zemežlč Aschersonova,,,,,,,,,,,[],[],False
genus,Asteraceae,,Centaurodendron,nevädzovník,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Centaurodendron dracaenoides,nevädzovník dracénovitý,,,,,,,,,,,,,[],[],False
genus,Apiaceae,,Centella,centela,,,,,,,,,,,,,,,,,,,[],[],False
species,Apiaceae,,,,,,,,Centella asiatica,centela ázijská,,,,,,,,,,,,,['Hydrocotyle asiatica'],[],False
genus,Asteraceae,,Centipeda,stokvietok,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Centipeda minima,stokvietok najmenší,,,,,,,,,,,,,[],[],False
genus,Poaceae,,Centotheca,stoklasovka,,,,,,,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Centotheca lappacea,stoklasovka lopúchovitá,,,,,,,,,,,,,[],[],False
genus,Melastomataceae,,Centradenia,centradénia,,,,,,,,,,,,,,,,,,,[],[],False
species,Melastomataceae,,,,,,,,Centradenia floribunda,centradénia kvetnatá,,,,,,,,,,,,,[],[],False
species,Melastomataceae,,,,,,,,Centradenia inaequilateralis,centradénia nerovnakostranná,,,,,,,,,,,,,[],[],False
genus,Valerianaceae,,Centranthus,centrant,,,,,,,,,,,,,,,,,,,['Kentranthus'],[],False
species,Valerianaceae,,,,,,,,Centranthus angustifolius,centrant úzkolistý,,,,,,,,,,,,,[],[],False
species,Valerianaceae,,,,,,,,Centranthus ruber,centrant červený,,,,,,,,,,,,,[],[],False
species,Valerianaceae,,,,,,,,Centranthus trinervis,centrant trojžilový,,,,,,,,,,,,,[],[],False
genus,Restionaceae,,Centrolepis,centrolepka,,,,,,,,,,,,,,,,,,,[],[],False
species,Restionaceae,,,,,,,,Centrolepis fascicularis,centrolepka zväzkovitá,,,,,,,,,,,,,[],[],False
genus,Fabaceae,,Centrolobium,letúň,,,,,,,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Centrolobium yavizanum,letúň yavizský,,,,,,,,,,,,,[],[],False
genus,Centroplacaceae,,Centroplacus,centroplak,,,,,,,,,,,,,,,,,,,[],[],False
species,Centroplacaceae,,,,,,,,Centroplacus glaucinus,centroplak sivastý,,,,,,,,,,,,,[],[],False
genus,Poaceae,,Centropodia,centropódia,,,,,,,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Centropodia mossademensis,centropódia moçâmedeská,,,,,,,,,,,,,[],[],False
genus,Campanulaceae,,Centropogon,štetček,,,,,,,,,,,,,,,,,,,[],[],False
species,Campanulaceae,,,,,,,,Centropogon coccineus,štetček šarlátový,,,,,,,,,,,,,['Siphocampylus coccineus'],[],False
species,Campanulaceae,,,,,,,,Centropogon solanifolius,štetček ľuľkolistý,,,,,,,,,,,,,['Centropogon speciosus'],[],False
genus,Fabaceae,,Centrosema,centroséma,,,,,,,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Centrosema brasilianum,centroséma brazílska,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Centrosema pubescens,centroséma páperistá,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Centrosema tetragonolobum,centroséma paľadencová,,,,,,,,,,,,,[],[],False
genus,Gesneriaceae,,Centrosolenia,pachuľka,,,,,,,,,,,,,,,,,,,[],[],False
species,Gesneriaceae,,,,,,,,Centrosolenia porphyrotricha,pachuľka purpurovosrstnatá,,,,,,,,,,,,,['Nautilocalyx porphyrotrichus'],[],False
genus,Nyctaginaceae,,Ceodes,ceoda,,,,,,,,,,,,,,,,,,,[],[],False
species,Nyctaginaceae,,,,,,,,Ceodes brunoniana,ceoda mramorovaná,,,,,,,,,,,,,['Pisonia brunoniana'],[],False
species,Nyctaginaceae,,,,,,,,Ceodes umbellifera,ceoda okolíkatá,,,,,,,,,,,,,['Pisonia umbellifera'],[],False
genus,Orchidaceae,,Cephalanthera,vtáčia prilba,,,,,,,,,,,,,,,,,,,[],[],False
species,Orchidaceae,,,,,,,,Cephalanthera austiniae,vtáčia prilba Austinovej,,,,,,,,,,,,,[],[],False
species,Orchidaceae,,,,,,,,Cephalanthera cucullata,vtáčia prilba kornútkovitá,,,,,,,,,,,,,[],[],False
species,Orchidaceae,,,,,,,,Cephalanthera damasonium,vtáčia prilba biela,,,,,,,,,,,,,"['Cephalanthera alba', 'Cephalanthera pallens']",[],False
species,Orchidaceae,,,,,,,,Cephalanthera epipactoides,vtáčia prilba kruštíkovitá,,,,,,,,,,,,,[],[],False
species,Orchidaceae,,,,,,,,Cephalanthera longifolia,vtáčia prilba dlholistá,,,,,,,,,,,,,['Cephalanthera ensifolia'],[],False
species,Orchidaceae,,,,,,,,Cephalanthera rubra,vtáčia prilba červená,,,,,,,,,,,,,[],[],False
genus,Rubiaceae,,Cephalanthus,hlávkokvet,,,,,,,,,,,,,,,,,,,[],[],False
species,Rubiaceae,,,,,,,,Cephalanthus occidentalis,hlávkokvet západný,,,,,,,,,,,,,[],[],False
genus,Dipsacaceae,,Cephalaria,hlavinka,,,,,,,,,,,,,,,,,,,[],[],False
species,Dipsacaceae,,,,,,,,Cephalaria alpina,hlavinka alpínska,,,,,,,,,,,,,[],[],False
species,Dipsacaceae,,,,,,,,Cephalaria gigantea,hlavinka obrovská,,,,,,,,,,,,,['Cephalaria tatarica'],[],False
species,Dipsacaceae,,,,,,,,Cephalaria litvinovii,hlavinka Litvinovova,,,,,,,,,,,,,[],[],False
species,Dipsacaceae,,,,,,,,Cephalaria syriaca,hlavinka sýrska,,,,,,,,,,,,,[],[],False
species,Dipsacaceae,,,,,,,,Cephalaria transsylvanica,hlavinka sedmohradská,,,,,,,,,,,,,['Cephalaria transsylvanica subsp. sillingeri'],[],False
genus,Cactaceae,,Cephalocereus,hlavovec,,,,,,,,,,,,,,,,,,,['Neobuxbaumia '],[],False
species,Cactaceae,,,,,,,,Cephalocereus polylophus,hlavovec mnohorebrový,,,,,,,,,,,,,['Neobuxbaumia polylopha'],[],False
species,Cactaceae,,,,,,,,Cephalocereus senilis,hlavovec starecký,,,,,,,,,,,,,[],[],False
genus,Euphorbiaceae,,Cephalocroton,krotónik,,,,,,,,,,,,,,,,,,,[],[],False
species,Euphorbiaceae,,,,,,,,Cephalocroton mollis,krotónik mäkký,,,,,,,,,,,,,[],[],False
genushybrid,Orchidaceae,,,,Cephalopactis,kruštíkovec,,,,,,,,,,,,,,,,,[],[],False
genushybrid,Orchidaceae,,,,Cephalopactis hybrida,kruštíkovec skrížený,,,,,,,,,,,,,,,,,[],[],False
genus,Aizoaceae,,Cephalophyllum,hlavatec,,,,,,,,,,,,,,,,,,,[],[],False
species,Aizoaceae,,,,,,,,Cephalophyllum subulatoides,hlavatec šidlovitý,,,,,,,,,,,,,[],[],False
genus,Poaceae,,Cephalostachyum,bambusnica,,,,,,,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Cephalostachyum burmanicum,bambusnica barmská,,,,,,,,,,,,,[],[],False
genus,Taxaceae,,Cephalotaxus,patis,,,,,,,,,,,,,,,,,,,[],[],False
species,Taxaceae,,,,,,,,Cephalotaxus fortunei,patis Fortuneov,,,,,,,,,,,,,[],[],False
species,Taxaceae,,,,,,,,Cephalotaxus harringtonia,patis Harringtonov,,,,,,,,,,,,,['Cephalotaxus druppacea'],[],False
genus,Cephalotaceae,,Cephalotus,krčiažnikovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Cephalotaceae,,,,,,,,Cephalotus follicularis,krčiažnikovec mechúrikatý,,,,,,,,,,,,,[],[],False
genus,Caryophyllaceae,,Cerastium,rožec,,,,,,,,,,,,,,,,,,,[],[],False
species,Caryophyllaceae,,,,,,,,Cerastium alpinum,rožec alpínsky,,,,,,,,,,,,,"['Cerastium alpinum subsp. babiagorense', 'Cerastium lanatum', 'Cerastium alpinum subsp. lanatum']",[],False
species,Caryophyllaceae,,,,,,,,Cerastium alsinifolium,rožec kuričkolistý,,,,,,,,,,,,,['Cerastium arvense subsp. alsinifolium'],[],False
species,Caryophyllaceae,,,,,,,,Cerastium arcticum,rožec arktický,,,,,,,,,,,,,[],[],False
species,Caryophyllaceae,,,,,,,,Cerastium arvense,rožec roľný,,,,,,,,,,,,,"['Cerastium arvense subsp. arvense', 'Cerastium arvense subsp. calcicola', 'Cerastium arvense subsp. commune', 'Cerastium arvense subsp. lerchenfeldianum', 'Cerastium lerchenfeldianum', 'Cerastium arvense subsp. matrense', 'Cerastium matrense']",[],False
species,Caryophyllaceae,,,,,,,,Cerastium azoricum,rožec azorský,,,,,,,,,,,,,[],[],False
species,Caryophyllaceae,,,,,,,,Cerastium biebersteinii,rožec Biebersteinov,,,,,,,,,,,,,[],[],False
species,Caryophyllaceae,,,,,,,,Cerastium brachypetalum,rožec krátkolupienkový,,,,,,,,,,,,,[],[],False
subspecies,Caryophyllaceae,,,,,,,,,,,,,,Cerastium brachypetalum brachypetalum,rožec krátkolupienkový pravý,,,,,,,['Cerastium brachypetalum subsp. tauricum'],[],False
subspecies,Caryophyllaceae,,,,,,,,,,,,,,Cerastium brachypetalum strigosum,rožec krátkolupienkový nežliazkatý,,,,,,,[],[],False
species,Caryophyllaceae,,,,,,,,Cerastium candidissimum,rožec snehobiely,,,,,,,,,,,,,[],[],False
species,Caryophyllaceae,,,,,,,,Cerastium carinthiacum,rožec korutánsky,,,,,,,,,,,,,[],[],False
subspecies,Caryophyllaceae,,,,,,,,,,,,,,Cerastium carinthiacum carinthiacum,rožec korutánsky pravý,,,,,,,[],[],False
species,Caryophyllaceae,,,,,,,,Cerastium diffusum,rožec rozložitý,,,,,,,,,,,,,[],[],False
subspecies,Caryophyllaceae,,,,,,,,,,,,,,Cerastium diffusum diffusum,rožec rozložitý pravý,,,,,,,[],[],False
species,Caryophyllaceae,,,,,,,,Cerastium dinaricum,rožec dinársky,,,,,,,,,,,,,[],[],False
species,Caryophyllaceae,,,,,,,,Cerastium eriophorum,rožec vlnatý,,,,,,,,,,,,,[],[],False
species,Caryophyllaceae,,,,,,,,Cerastium fontanum,rožec prameniskový,,,,,,,,,,,,,"['Cerastium fontanum subsp. fontanum', 'Cerastium fontanum subsp. alpinum', 'Cerastium macrocarpum', 'Cerastium vulgare subsp. fontanum', 'Cerastium vulgare subsp. macrocarpum', 'Cerastium vulgatum subsp. macrocarpum', 'Cerastium vulgatum subsp. fontanum']",[],False
species,Caryophyllaceae,,,,,,,,Cerastium glomeratum,rožec klbkatý,,,,,,,,,,,,,[],[],False
species,Caryophyllaceae,,,,,,,,Cerastium glutinosum,rožec mazľavý,,,,,,,,,,,,,['Cerastium pumilum subsp. pallens'],[],False
species,Caryophyllaceae,,,,,,,,Cerastium holosteoides,rožec lúčny,,,,,,,,,,,,,"['Cerastium caespitosum', 'Cerastium triviale', 'Cerastium viscosum', 'Cerastium vulgatum']",[],False
subspecies,Caryophyllaceae,,,,,,,,,,,,,,Cerastium holosteoides vulgare,rožec lúčny obyčajný,,,,,,,"['Cerastium vulgare', 'Cerastium vulgare subsp. triviale', 'Cerastium vulgatum subsp. caespitosum']",[],False
species,Caryophyllaceae,,,,,,,,Cerastium latifolium,rožec širokolistý,,,,,,,,,,,,,['Cerastium latifolium subsp. baumgartenianum'],[],False
species,Caryophyllaceae,,,,,,,,Cerastium lucorum,rožec veľkoplodý,,,,,,,,,,,,,['Cerastium vulgare subsp. lucorum'],[],False
species,Caryophyllaceae,,,,,,,,Cerastium pumilum,rožec nízky,,,,,,,,,,,,,['Cerastium pumilum subsp. obscurum'],[],False
subspecies,Caryophyllaceae,,,,,,,,,,,,,,Cerastium pumilum litigiosum,rožec nízky sporný,,,,,,,['Cerastium litigiosum'],[],False
species,Caryophyllaceae,,,,,,,,Cerastium semidecandrum,rožec päťtyčinkový,,,,,,,,,,,,,['Cerastium semidecandrum subsp. semidecandrum'],[],False
species,Caryophyllaceae,,,,,,,,Cerastium strictum,rožec tuhý,,,,,,,,,,,,,"['Cerastium arvense subsp. strictum', 'Cerastium strictum subsp. strictum']",[],False
species,Caryophyllaceae,,,,,,,,Cerastium subtetrandrum,rožec štvortyčinkový,,,,,,,,,,,,,['Cerastium diffusum subsp. subtetrandrum'],[],False
species,Caryophyllaceae,,,,,,,,Cerastium sylvaticum,rožec lesný,,,,,,,,,,,,,[],[],False
species,Caryophyllaceae,,,,,,,,Cerastium tatrae,rožec tatranský,,,,,,,,,,,,,"['Cerastium arvense subsp. glandulosum', 'Cerastium glandulosum', 'Cerastium strictum subsp. tatrae', 'Stellaria glandulosa']",[],False
species,Caryophyllaceae,,,,,,,,Cerastium tenoreanum,rožec Tenoreho,,,,,,,,,,,,,['Cerastium brachypetalum subsp. tenoreanum'],[],False
species,Caryophyllaceae,,,,,,,,Cerastium tomentosum,rožec plstnatý,,,,,,,,,,,,,['Cerastium tomentosum var. columnae'],[],False
species,Caryophyllaceae,,,,,,,,Cerastium uniflorum,rožec jednokvetý,,,,,,,,,,,,,['Cerastium latifolium subsp. uniflorum'],[],False
genus,Papaveraceae,,Ceratocapnos,chochlačkovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Papaveraceae,,,,,,,,Ceratocapnos claviculata,chochlačkovec úponkovitý,,,,,,,,,,,,,['Corydalis claviculata'],[],False
genus,Ranunculaceae,,Ceratocephala,rohohlavec,,,,,,,,,,,,,,,,,,,[],[],False
species,Ranunculaceae,,,,,,,,Ceratocephala falcata,rohohlavec kosákovitý,,,,,,,,,,,,,['Ceratocephala testiculata'],[],False
species,Ranunculaceae,,,,,,,,Ceratocephala orthoceras,rohohlavec rovný,,,,,,,,,,,,,[],[],False
genus,Fabaceae,,Ceratonia,rohovník,,,,,,,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Ceratonia siliqua,rohovník obyčajný,,,,,,,,,,,,,[],[],False
genus,Ceratophyllaceae,,Ceratophyllum,rožkatec,,,,,,,,,,,,,,,,,,,[],[],False
species,Ceratophyllaceae,,,,,,,,Ceratophyllum demersum,rožkatec potopený,,,,,,,,,,,,,[],[],False
subspecies,Ceratophyllaceae,,,,,,,,,,,,,,Ceratophyllum demersum demersum,rožkatec potopený pravý,,,,,,,[],[],False
subspecies,Ceratophyllaceae,,,,,,,,,,,,,,Ceratophyllum demersum apiculatum,rožkatec potopený hrboľčekovitý,,,,,,,[],[],False
subspecies,Ceratophyllaceae,,,,,,,,,,,,,,Ceratophyllum demersum platyacanthum,rožkatec potopený plochoostňový,,,,,,,['Ceratophyllum demersum subsp. pentacanthum'],[],False
species,Ceratophyllaceae,,,,,,,,Ceratophyllum submersum,rožkatec ponorený,,,,,,,,,,,,,[],[],False
variety,Ceratophyllaceae,,,,,,,,,,,,,,,,,,Ceratophyllum submersum submersum,rožkatec ponorený pravý,,,[],[],False
variety,Ceratophyllaceae,,,,,,,,,,,,,,,,,,Ceratophyllum submersum haynaldianum,rožkatec ponorený Haynaldov,,,[],[],False
genus,Pteridaceae,,Ceratopteris,rohovinovec,,,,,,,,,,,,,,,,,,,['Parkeria '],[],False
species,Pteridaceae,,,,,,,,Ceratopteris thalictroides,rohovinovec žltuškovitý,,,,,,,,,,,,,[],[],False
genus,Ericaceae,,Ceratostema,čučoriedkovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Ericaceae,,,,,,,,Ceratostema cutucuense,čučoriedkovec cutucúsky,,,,,,,,,,,,,[],[],False
genus,Plumbaginaceae,,Ceratostigma,rohoblizník,,,,,,,,,,,,,,,,,,,[],[],False
species,Plumbaginaceae,,,,,,,,Ceratostigma plumbaginoides,rohoblizník olovníkovitý,,,,,,,,,,,,,[],[],False
species,Plumbaginaceae,,,,,,,,Ceratostigma willmottianum,rohoblizník Willmottov,,,,,,,,,,,,,[],[],False
genus,Zamiaceae,,Ceratozamia,ceratozamia,,,,,,,,,,,,,,,,,,,[],[],False
species,Zamiaceae,,,,,,,,Ceratozamia mexicana,ceratozamia mexická,,,,,,,,,,,,,[],[],False
species,Zamiaceae,,,,,,,,Ceratozamia robusta,ceratozamia mohutná,,,,,,,,,,,,,[],[],False
genus,Apocynaceae,,Cerbera,cerbera,,,,,,,,,,,,,,,,,,,[],[],False
species,Apocynaceae,,,,,,,,Cerbera floribunda,cerbera kvetnatá,,,,,,,,,,,,,[],[],False
species,Apocynaceae,,,,,,,,Cerbera manghas,cerbera jedovatá,,,,,,,,,,,,,['Cerbera venenifera'],[],False
species,Apocynaceae,,,,,,,,Cerbera odollam,cerbera vražedná,,,,,,,,,,,,,[],[],False
genus,Araceae,,Cercestis,cercesta,,,,,,,,,,,,,,,,,,,[],[],False
species,Araceae,,,,,,,,Cercestis camerunensis,cercesta kamerunská,,,,,,,,,,,,,[],[],False
genus,Cercidiphyllaceae,,Cercidiphyllum,cercidovník,,,,,,,,,,,,,,,,,,,[],[],False
species,Cercidiphyllaceae,,,,,,,,Cercidiphyllum japonicum,cercidovník japonský,,,,,,,,,,,,,[],[],False
species,Cercidiphylaceae,,,,,,,,Cercidiphyllum magnificum,cercidovník veľkolepý,,,,,,,,,,,,,[],[],False
genus,Fabaceae,,Cercis,judášovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Cercis canadensis,judášovec kanadský,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Cercis chinensis,judášovec čínsky,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Cercis glabra,judášovec holý,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Cercis occidentalis,judášovec západný,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Cercis racemosa,judášovec strapcovitý,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Cercis siliquastrum,judášovec strukový,,,,,,,,,,,,,[],[],False
genus,Rosaceae,,Cercocarpus,chvostíkovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Rosaceae,,,,,,,,Cercocarpus betuloides,chvostíkovec brezovitý,,,,,,,,,,,,,[],[],False
variety,Rosaceae,,,,,,,,,,,,,,,,,,Cercocarpus betuloides traskiae,chvostíkovec brezovitý Traskovej,,,['Cercocarpus traskiae'],[],False
species,Rosaceae,,,,,,,,Cercocarpus intricatus,chvostíkovec prepletený,,,,,,,,,,,,,['Cercocarpus argenteus'],[],False
species,Rosaceae,,,,,,,,Cercocarpus ledifolius,chvostíkovec rojovníkolistý,,,,,,,,,,,,,[],[],False
species,Rosaceae,,,,,,,,Cercocarpus montanus,chvostíkovec horský,,,,,,,,,,,,,[],[],False
genus,Cactaceae,,Cereus,fakľovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Cactaceae,,,,,,,,Cereus aethiops,fakľovec čiernotŕňový,,,,,,,,,,,,,[],[],False
species,Cactaceae,,,,,,,,Cereus hexagonus,fakľovec šesťrebrový,,,,,,,,,,,,,[],[],False
species,Cactaceae,,,,,,,,Cereus hildmannianus,fakľovec Hildmannov,,,,,,,,,,,,,[],[],False
species,Cactaceae,,,,,,,,Cereus jamacaru,fakľovec brazílsky,,,,,,,,,,,,,[],[],False
species,Cactaceae,,,,,,,,Cereus repandus,fakľovec štrbavý,,,,,,,,,,,,,['Cereus peruvianus'],[],False
species,Cactaceae,,,,,,,,Cereus spegazzinii,fakľovec Spegazziniho,,,,,,,,,,,,,['Cereus haageanus'],[],False
species,Cactaceae,,,,,,,,Cereus stenogonus,fakľovec úzkorebrový,,,,,,,,,,,,,[],[],False
genus,Boraginaceae,,Cerinthe,voskovka,,,,,,,,,,,,,,,,,,,[],[],False
species,Boraginaceae,,,,,,,,Cerinthe alpina,voskovka alpínska,,,,,,,,,,,,,['Cerinthe glabra subsp. tatrica'],[],False
species,Boraginaceae,,,,,,,,Cerinthe major,voskovka väčšia,,,,,,,,,,,,,['Cerinthe glabra'],[],False
species,Boraginaceae,,,,,,,,Cerinthe minor,voskovka menšia,,,,,,,,,,,,,[],[],False
subspecies,Boraginaceae,,,,,,,,,,,,,,Cerinthe minor minor,voskovka menšia pravá,,,,,,,[],[],False
genus,Rhizophoraceae,,Ceriops,špendlíkovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Rhizophoraceae,,,,,,,,Ceriops australis,špendlíkovec austrálsky,,,,,,,,,,,,,[],[],False
genus,Aizoaceae,,Cerochlamys,voskovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Aizoaceae,,,,,,,,Cerochlamys pachyphylla,voskovec hrubolistý,,,,,,,,,,,,,[],[],False
genus,Apocynaceae,,Ceropegia,lampášik,,,,,,,,,,,,,,,,,,,['Brachystelma'],[],False
species,Apocynaceae,,,,,,,,Ceropegia africana,lampášik africký,,,,,,,,,,,,,[],[],False
subspecies,Apocynaceae,,,,,,,,,,,,,,Ceropegia africana barklyi,lampášik africký Barklyho,,,,,,,['Ceropegia barklyi'],[],False
species,Apocynaceae,,,,,,,,Ceropegia circinata,lampášik zatočený,,,,,,,,,,,,,['Brachystelma circinatum'],[],False
species,Apocynaceae,,,,,,,,Ceropegia dichotoma,lampášik vidlicovitý,,,,,,,,,,,,,[],[],False
species,Apocynaceae,,,,,,,,Ceropegia elegans,lampášik úhľadný,,,,,,,,,,,,,[],[],False
species,Apocynaceae,,,,,,,,Ceropegia linearis,lampášik čiarkovitý,,,,,,,,,,,,,[],[],False
subspecies,Apocynaceae,,,,,,,,,,,,,,Ceropegia linearis debilis,lampášik čiarkovitý chabý,,,,,,,[],[],False
species,Apocyanaceae,,,,,,,,Ceropegia radicans,lampášik zakoreňujúci,,,,,,,,,,,,,[],[],False
species,Apocynaceae,,,,,,,,Ceropegia sandersonii,lampášik Sandersonov,,,,,,,,,,,,,[],[],False
species,Apocynaceae,,,,,,,,Ceropegia stapeliiformis,lampášik stapéliovitý,,,,,,,,,,,,,[],[],False
species,Apocyanaceae,,,,,,,,Ceropegia woodii,lampášik Woodov,,,,,,,,,,,,,[],[],False
genus,Arecaceae,,Ceroxylon,voskovník,,,,,,,,,,,,,,,,,,,[],[],False
species,Arecaceae,,,,,,,,Ceroxylon alpinum,voskovník andský,,,,,,,,,,,,,['Ceroxylon andicola'],[],False
species,Arecaceae,,,,,,,,Ceroxylon parvifrons,voskovník krátkovýhonkový,,,,,,,,,,,,,[],[],False
species,Arecaceae,,,,,,,,Ceroxylon quindiuense,voskovník quindíoský,,,,,,,,,,,,,[],[],False
species,Arecaceae,,,,,,,,Ceroxylon utile,voskovník úžitkový,,,,,,,,,,,,,[],[],True
species,Arecaceae,,,,,,,,Ceroxylon vogelianum,voskovník kučeravý,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Ceruana,ceruana,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Ceruana pratensis,ceruana lúčna,,,,,,,,,,,,,[],[],False
genus,Santalaceae,,Cervantesia,cervantesia,,,,,,,,,,,,,,,,,,,[],[],False
species,Santalaceae,,,,,,,,Cervantesia tomentosa,cervantesia plstnatá,,,,,,,,,,,,,[],[],False
genus,Ochnaceae,,Cespedesia,cespedézia,,,,,,,,,,,,,,,,,,,[],[],False
species,Ochnaceae,,,,,,,,Cespedesia spathulata,cespedézia lopatkovitá,,,,,,,,,,,,,[],[],False
genus,Solanaceae,,Cestrum,kladivník,,,,,,,,,,,,,,,,,,,[],[],False
species,Solanaceae,,,,,,,,Cestrum aurantiacum,kladivník oranžový,,,,,,,,,,,,,[],[],False
species,Solanaceae,,,,,,,,Cestrum diurnum,kladivník denný,,,,,,,,,,,,,[],[],False
species,Solanaceae,,,,,,,,Cestrum elegans,kladivník úhľadný,,,,,,,,,,,,,['Cestrum purpureum'],[],False
species,Solanaceae,,,,,,,,Cestrum laevigatum,kladivník hladký,,,,,,,,,,,,,[],[],False
species,Solanaceae,,,,,,,,Cestrum nocturnum,kladivník nočný,,,,,,,,,,,,,[],[],False
species,Solanaceae,,,,,,,,Cestrum parqui,kladivník opojný,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Chaenactis,zízalka,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Chaenactis glabriuscula,zízalka holá,,,,,,,,,,,,,[],[],False
genus,Rosaceae,,Chaenomeles,dulovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Rosaceae,,,,,,,,Chaenomeles cathayensis,dulovec kathajský,,,,,,,,,,,,,[],[],False
species,Rosaceae,,,,,,,,Chaenomeles japonica,dulovec japonský,,,,,,,,,,,,,['Cydonia japonica'],[],False
species,Rosaceae,,,,,,,,Chaenomeles speciosa,dulovec nádherný,,,,,,,,,,,,,['Chaenomeles lagenaria'],[],False
hybrid,Rosaceae,,,,,,,,,,Chaenomeles × superba,dulovec pyšný,,,,,,,,,,,[],[],False
genus,Plantaginaceae,,Chaenorhinum,škľabivček,,,,,,,,,,,,,,,,,,,[],[],False
species,Plantaginaceae,,,,,,,,Chaenorhinum glareosum,škľabivček sutinový,,,,,,,,,,,,,[],[],False
species,Plantaginaceae,,,,,,,,Chaenorhinum grandiflorum,škľabivček veľkokvetý,,,,,,,,,,,,,[],[],False
species,Plantaginaceae,,,,,,,,Chaenorhinum origanifolium,škľabivček pamajoránolistý,,,,,,,,,,,,,[],[],False
species,Plantaginaceae,,,,,,,,Chaenorhinum villosum,škľabivček huňatý,,,,,,,,,,,,,[],[],False
genus,Scrophulariaceae,,Chaenostoma,chenostóma,,,,,,,,,,,,,,,,,,,[],[],False
species,Scrophulariaceae,,,,,,,,Chaenostoma cordatum,chenostóma srdcovitá,,,,,,,,,,,,,"['Sutera cordata', 'Sutera diffusus']",[],False
genus,Apiaceae,,Chaerophyllum,krkoška,,,,,,,,,,,,,,,,,,,"['Myrrhoides', 'Oreomyrrhis ']",[],False
species,Apiaceae,,,,,,,,Chaerophyllum aromaticum,krkoška voňavá,,,,,,,,,,,,,[],[],False
species,Apiaceae,,,,,,,,Chaerophyllum aureum,krkoška zlatoplodá,,,,,,,,,,,,,[],[],False
species,Apiaceae,,,,,,,,Chaerophyllum azoricum,krkoška azorská,,,,,,,,,,,,,[],[],False
species,Apiaceae,,,,,,,,Chaerophyllum bulbosum,krkoška hľuznatá,,,,,,,,,,,,,[],[],False
subspecies,Apiaceae,,,,,,,,,,,,,,Chaerophyllum bulbosum bulbosum,krkoška hľuznatá pravá,,,,,,,[],[],False
species,Apiaceae,,,,,,,,Chaerophyllum hirsutum,krkoška chlpatá,,,,,,,,,,,,,[],[],False
species,Apiaceae,,,,,,,,Chaerophyllum nodosum,krkoška nafúknutá,,,,,,,,,,,,,['Myrrhoides nodosa'],[],False
species,Apiaceae,,,,,,,,Chaerophyllum prescottii,krkoška Prescottova,,,,,,,,,,,,,['Chaerophyllum bulbosum subsp. prescottii'],[],False
species,Apiaceae,,,,,,,,Chaerophyllum temulum,krkoška mámivá,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Chaetanthera,kamenník,,,,,,,,,,,,,,,,,,,[],[],False
