rank,family_scientific,family_common,genus_scientific,genus_common,genushybrid_scientific,genushybrid_common,section_scientific,section_common,species_scientific,species_common,hybrid_scientific,hybrid_common,subspecies_hybrid_scientific,subspecies_hybrid_common,subspecies_scientific,subspecies_common,group_scientific,group_common,variety_scientific,variety_common,form_scientific,form_common,scientific_synonyms_sbm,slovak_synonyms_sbm,is_taxon_questionable
species,Crassulaceae,,,,,,,,Sedum neglectum,rozchodník nebadaný,,,,,,,,,,,,,"['Sedum acre subsp. krajinae', 'Sedum krajinae']",[],False
species,Crassulaceae,,,,,,,,Sedum oaxacanum,rozchodník oaxacký,,,,,,,,,,,,,[],[],False
species,Crassulaceae,,,,,,,,Sedum ochroleucum,rozchodník bledožltý,,,,,,,,,,,,,['Sedum ochroleucum subsp. ochroleucum'],[],False
species,Crassulaceae,,,,,,,,Sedum pachyphyllum,rozchodník tučnolistý,,,,,,,,,,,,,[],[],False
species,Crassulaceae,,,,,,,,Sedum pallidum,rozchodník bledý,,,,,,,,,,,,,[],[],False
species,Crassulaceae,,,,,,,,Sedum palmeri,rozchodník Palmerov,,,,,,,,,,,,,['Sedum compressum'],[],False
species,Crassulaceae,,,,,,,,Sedum praealtum,rozchodník vysoký,,,,,,,,,,,,,[],[],False
species,Crassulaceae,,,,,,,,Sedum reflexum,rozchodník zohnutý,,,,,,,,,,,,,"['Sedum reflexum subsp. reflexum', 'Sedum reflexum subsp. glaucum']",[],False
species,Crassulaceae,,,,,,,,Sedum rubens,rozchodník červenkastý,,,,,,,,,,,,,['Crassula rubens'],[],False
species,Crassulaceae,,,,,,,,Sedum rupestre,rozchodník skalný,,,,,,,,,,,,,[],[],False
subspecies,Crassulaceae,,,,,,,,,,,,,,Sedum rupestre rupestre,rozchodník skalný pravý,,,,,,,[],[],False
subspecies,Crassulaceae,,,,,,,,,,,,,,Sedum rupestre erectum,rozchodník skalný vzpriamený,,,,,,,[],[],False
subspecies,Crassulaceae,,,,,,,,,,,,,,Sedum rupestre montanum,rozchodník skalný horský,,,,,,,['Sedum ochroleucum subsp. montanum'],[],False
species,Crassulaceae,,,,,,,,Sedum sarmentosum,rozchodník poplazový,,,,,,,,,,,,,[],[],False
species,Crassulaceae,,,,,,,,Sedum sexangulare,rozchodník šesťradový,,,,,,,,,,,,,"['Sedum boloniense', 'Sedum sexangulare subsp. boloniense']",[],False
species,Crassulaceae,,,,,,,,Sedum spathulifolium,rozchodník lopatkolistý,,,,,,,,,,,,,[],[],False
species,Crassulaceae,,,,,,,,Sedum spurium,rozchodník pochybný,,,,,,,,,,,,,"['Spathulata spuria', 'Sedum oppositifolium']",[],False
species,Crassulaceae,,,,,,,,Sedum stahlii,rozchodník Stahlov,,,,,,,,,,,,,[],[],False
species,Crassulaceae,,,,,,,,Sedum stoloniferum,rozchodník výbežkatý,,,,,,,,,,,,,[],[],False
species,Crassulaceae,,,,,,,,Sedum suaveolens,rozchodník príjemný,,,,,,,,,,,,,[],[],False
species,Crassulaceae,,,,,,,,Sedum thartii,rozchodník východoalpský,,,,,,,,,,,,,[],[],False
species,Crassulaceae,,,,,,,,Sedum urvillei,rozchodník balkánsky,,,,,,,,,,,,,['Sedum sartorianum'],[],False
species,Crassulaceae,,,,,,,,Sedum villosum,rozchodník huňatý,,,,,,,,,,,,,[],[],False
hybrid,Crassulaceae,,,,,,,,,,Sedum × rubrotinctum,rozchodník červený,,,,,,,,,,,[],[],False
genus,Gesneriaceae,,Seemannia,zémania,,,,,,,,,,,,,,,,,,,[],[],False
species,Gesneriaceae,,,,,,,,Seemannia sylvatica,zémania lesná,,,,,,,,,,,,,['Gloxinia sylvatica'],[],False
genus,Zygophyllaceae,,Seetzenia,zecénia,,,,,,,,,,,,,,,,,,,[],[],False
species,Zygophyllaceae,,,,,,,,Seetzenia orientalis,zecénia východná,,,,,,,,,,,,,[],[],False
genus,Petiveriaceae,,Seguieria,segiéria,,,,,,,,,,,,,,,,,,,[],[],False
species,Petiveriaceae,,,,,,,,Seguieria americana,segiéria americká,,,,,,,,,,,,,[],[],False
genus,Selaginellaceae,,Selaginella,plavúnka,,,,,,,,,,,,,,,,,,,"['Lycopodioides', 'Selaginoides']",[],False
species,Selaginellaceae,,,,,,,,Selaginella apoda,plavúnka bezbyľová,,,,,,,,,,,,,[],[],False
species,Selaginellaceae,,,,,,,,Selaginella concinna,plavúnka ladná,,,,,,,,,,,,,[],[],False
species,Selaginellaceae,,,,,,,,Selaginella delicatula,plavúnka nežná,,,,,,,,,,,,,[],[],False
species,Selaginellaceae,,,,,,,,Selaginella denticulata,plavúnka zúbkatá,,,,,,,,,,,,,[],[],False
species,Selaginellaceae,,,,,,,,Selaginella douglasii,plavúnka Douglasova,,,,,,,,,,,,,[],[],False
species,Selaginellaceae,,,,,,,,Selaginella grandis,plavúnka veľká,,,,,,,,,,,,,[],[],False
species,Selaginellaceae,,,,,,,,Selaginella helvetica,plavúnka švajčiarska,,,,,,,,,,,,,['Lycopodioides helveticum'],[],False
species,Selaginellaceae,,,,,,,,Selaginella kraussiana,plavúnka Kraussova,,,,,,,,,,,,,[],[],False
species,Selaginellaceae,,,,,,,,Selaginella lepidophylla,plavúnka schúlivá,,,,,,,,,,,,,[],[],False
species,Selaginellaceae,,,,,,,,Selaginella martensii,plavúnka Martensova,,,,,,,,,,,,,[],[],False
species,Selaginellaceae,,,,,,,,Selaginella pallescens,plavúnka sivastá,,,,,,,,,,,,,[],[],False
species,Selaginellaceae,,,,,,,,Selaginella parkeri,plavúnka Parkerova,,,,,,,,,,,,,[],[],False
species,Selaginellaceae,,,,,,,,Selaginella radiata,plavúnka lúčovitá,,,,,,,,,,,,,[],[],False
species,Selaginellaceae,,,,,,,,Selaginella selaginoides,plavúnka brvitá,,,,,,,,,,,,,['Selaginella ciliata'],[],False
species,Selaginellaceae,,,,,,,,Selaginella tamariscina,plavúnka tamariškovitá,,,,,,,,,,,,,[],[],False
species,Selaginellaceae,,,,,,,,Selaginella uncinata,plavúnka háčikatá,,,,,,,,,,,,,[],[],False
species,Selaginellaceae,,,,,,,,Selaginella willdenowii,plavúnka Willdenowova,,,,,,,,,,,,,[],[],False
genus,Cactaceae,,Selenicereus,hadovec,,,,,,,,,,,,,,,,,,,['Hylocereus'],[],False
species,Cactaceae,,,,,,,,Selenicereus grandiflorus,hadovec veľkokvetý,,,,,,,,,,,,,['Cereus grandiflorus'],[],False
species,Cactaceae,,,,,,,,Selenicereus pteranthus,hadovec krídlokvetý,,,,,,,,,,,,,[],[],False
form,Cactaceae,,,,,,,,,,,,,,,,,,,,Selenicereus pteranthus macdonaldiae,hadovec krídlokvetý MacDonaldovej,['Selenicereus macdonaldiae'],[],False
species,Cactaceae,,,,,,,,Selenicereus purpusii,hadovec Purpusov,,,,,,,,,,,,,['Hylocereus purpusii'],[],False
species,Cactaceae,,,,,,,,Selenicereus triangularis,hadovec trojrebrový,,,,,,,,,,,,,['Cereus triangularis'],[],False
species,Cactaceae,,,,,,,,Selenicereus undatus,hadovec vlnitý,,,,,,,,,,,,,['Hylocereus undatus'],[],False
genus,Orchidaceae,,Selenipedium,papučník,,,,,,,,,,,,,,,,,,,[],[],False
species,Orchidaceae,,,,,,,,Selenipedium palmifolium,papučník palmolistý,,,,,,,,,,,,,[],[],False
genus,Polypodiaceae,,Selliguea,mnohonožec,,,,,,,,,,,,,,,,,,,['Arthromeris '],[],False
species,Polypodiaceae,,,,,,,,Selliguea crenatopinnata,mnohonožec vrúbkovanoperovitý,,,,,,,,,,,,,[],[],False
genus,Apiaceae,,Selinum,olšovník,,,,,,,,,,,,,,,,,,,[],[],False
species,Apiaceae,,,,,,,,Selinum carvifolia,olšovník rascolistý,,,,,,,,,,,,,[],[],False
genus,Anacardiaceae,,Semecarpus,glazúrovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Anacardiaceae,,,,,,,,Semecarpus anacardium,glazúrovec obličkovcový,,,,,,,,,,,,,[],[],False
genus,Asparagaceae,,Semele,semela,,,,,,,,,,,,,,,,,,,[],[],False
species,Asparagaceae,,,,,,,,Semele gayae,semela Gayovej,,,,,,,,,,,,,[],[],False
genus,Ranunculaceae,,Semiaquilegia,orlíčkovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Ranunculaceae,,,,,,,,Semiaquilegia danxiashanensis,orlíčkovec tansiašanský,,,,,,,,,,,,,[],[],False
genus,Poaceae,,Semiarundinaria,trsťovník,,,,,,,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Semiarundinaria fastuosa,trsťovník skvostný,,,,,,,,,,,,,[],[],False
genus,Crassulaceae,,Sempervivum,skalnica,,,,,,,,,,,,,,,,,,,[],[],False
species,Crassulaceae,,,,,,,,Sempervivum arachnoideum,skalnica pavučinatá,,,,,,,,,,,,,[],[],False
subspecies,Crassulaceae,,,,,,,,,,,,,,Sempervivum arachnoideum arachnoideum,skalnica pavučinatá pravá,,,,,,,[],[],False
subspecies,Crassulaceae,,,,,,,,,,,,,,Sempervivum arachnoideum tomentosum,skalnica pavučinatá plstnatá,,,,,,,[],[],False
species,Crassulaceae,,,,,,,,Sempervivum calcareum,skalnica vápnomilná,,,,,,,,,,,,,[],[],False
species,Crassulaceae,,,,,,,,Sempervivum carpathicum,skalnica karpatská,,,,,,,,,,,,,['Sempervivum wettsteinii'],[],False
subspecies,Crassulaceae,,,,,,,,,,,,,,Sempervivum carpathicum carpathicum,skalnica karpatská pravá,,,,,,,"['Sempervivum montanum subsp. carpathicum', 'Sempervivum wettsteinii subsp. wettsteinii']",[],False
subspecies,Crassulaceae,,,,,,,,,,,,,,Sempervivum carpathicum heterophyllum*,skalnica karpatská veľkolistá,,,,,,,['Sempervivum wettsteinii subsp. heterophyllum'],[],False
species,Crassulaceae,,,,,,,,Sempervivum ciliosum,skalnica brvitá,,,,,,,,,,,,,[],[],False
species,Crassulaceae,,,,,,,,Sempervivum marmoreum,skalnica južná,,,,,,,,,,,,,"['Sempervivum marmoreum subsp. blandum', 'Sempervivum rubicundum', 'Sempervivum schlehanii']",[],False
species,Crassulaceae,,,,,,,,Sempervivum matricum,skalnica matranská,,,,,,,,,,,,,[],[],False
species,Crassulaceae,,,,,,,,Sempervivum montanum,skalnica horská,,,,,,,,,,,,,[],[],False
subspecies,Crassulaceae,,,,,,,,,,,,,,Sempervivum montanum montanum,skalnica horská pravá,,,,,,,['Sempervivum montanum subsp. debile'],[],False
species,Crassulaceae,,,,,,,,Sempervivum pumilum,skalnica nizučká,,,,,,,,,,,,,[],[],False
species,Crassulaceae,,,,,,,,Sempervivum tectorum,skalnica strechová,,,,,,,,,,,,,"['Sempervivum tectorum subsp. alpinum', 'Sempervivum alpinum', 'Sempervivum tectorum subsp. schottii', 'Sempervivum lamottei', 'Sempervivum triste']",[],False
subspecies,Crassulaceae,,,,,,,,,,,,,,Sempervivum tectorum tectorum,skalnica strechová pravá,,,,,,,[],[],False
species,Crassulaceae,,,,,,,,Sempervivum wulfenii,skalnica Wulfenova,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Senecio,starček,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Senecio crassissimus,starček najtučnejší,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Senecio doria,starček zlatožltý,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Senecio doronicum,starček kamzičníkový,,,,,,,,,,,,,[],[],False
subspecies,Asteraceae,,,,,,,,,,,,,,Senecio doronicum transylvanicus,starček kamzičníkový sedmohradský,,,,,,,['Senecio glaberrimus'],[],False
species,Asteraceae,,,,,,,,Senecio elegans,starček úhľadný,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Senecio germanicus,starček nemecký,,,,,,,,,,,,,"['Senecio jacquinianus', 'Senecio nemorensis subsp. jacquinianus']",[],False
subspecies,Asteraceae,,,,,,,,,,,,,,Senecio germanicus germanicus,starček nemecký pravý,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Senecio hercynicus,starček hercýnsky,,,,,,,,,,,,,['Senecio nemorensis subsp. subalpestris'],[],False
subspecies,Asteraceae,,,,,,,,,,,,,,Senecio hercynicus hercynicus,starček hercýnsky pravý,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Senecio inaequidens,starček juhoafrický,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Senecio miser,starček biedny,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Senecio nemorensis,starček hájny,,,,,,,,,,,,,['Senecio nemorensis subsp. nemorensis'],[],False
species,Asteraceae,,,,,,,,Senecio nevadensis,starček nevadský,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Senecio ovatus,starček vajcovitý,,,,,,,,,,,,,"['Senecio fuchsii', 'Senecio nemorensis subsp. fuchsii']",[],False
subspecies,Asteraceae,,,,,,,,,,,,,,Senecio ovatus ovatus,starček vajcovitý pravý,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Senecio pulcher,starček krásny,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Senecio rupestris,starček skalný,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Senecio sarracenicus,starček poriečny,,,,,,,,,,,,,['Senecio fluviatilis'],[],False
species,Asteraceae,,,,,,,,Senecio sylvaticus,starček lesný,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Senecio ucranicus,starček ukrajinský,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Senecio umbrosus,starček tôňomilný,,,,,,,,,,,,,['Senecio doria subsp. umbrosus'],[],False
species,Asteraceae,,,,,,,,Senecio vernalis,starček jarný,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Senecio viscosus,starček lepkavý,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Senecio vulgaris,starček obyčajný,,,,,,,,,,,,,[],[],False
subspecies,Asteraceae,,,,,,,,,,,,,,Senecio vulgaris vulgaris,starček obyčajný pravý,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Senecio wedglacialis,starček ľadovcový,,,,,,,,,,,,,['Senecio glacialis '],[],False
genus,Euphorbiaceae,,Senefeldera,zenefeldera,,,,,,,,,,,,,,,,,,,[],[],False
species,Euphorbiaceae,,,,,,,,Senefeldera testiculata,zenefeldera semenníkovitá,,,,,,,,,,,,,[],[],False
genus,Fabaceae,,Senegalia,akácia,,,,,,,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Senegalia catechu,akácia liečivá,,,,,,,,,,,,,['Acacia catechu'],[],False
species,Fabaceae,,,,,,,,Senegalia greggii,akácia Greggova,,,,,,,,,,,,,['Acacia greggii'],[],False
species,Fabaceae,,,,,,,,Senegalia polyacantha,akácia mnohotŕňová,,,,,,,,,,,,,['Acacia suma'],[],False
species,Fabaceae,,,,,,,,Senegalia polyphylla,akácia mnoholistá,,,,,,,,,,,,,['Acacia glomerosa'],[],False
species,Fabaceae,,,,,,,,Senegalia senegal,akácia senegalská,,,,,,,,,,,,,['Acacia senegal'],[],False
genus,Fabaceae,,Senna,senna,,,,,,,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Senna alata,senna krídlatá,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Senna alexandrina,senna alexandrijská,,,,,,,,,,,,,"['Cassia acutifolia', 'Cassia angustifolia', 'Cassia senna', 'Senna angustifolia']",[],False
species,Fabaceae,,,,,,,,Senna artemisioides,senna palinovitá,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Senna corymbosa,senna chocholíkatá,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Senna italica,senna talianska,,,,,,,,,,,,,['Cassia italica'],[],False
species,Fabaceae,,,,,,,,Senna latifolia,senna širokolistá,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Senna marilandica,senna marylandská,,,,,,,,,,,,,['Cassia marilandica'],[],False
species,Fabaceae,,,,,,,,Senna multijuga,senna mnohojarmová,,,,,,,,,,,,,['Cassia multijuga'],[],False
species,Fabaceae,,,,,,,,Senna obtusifolia,senna tupolistá,,,,,,,,,,,,,['Casia obtusifolia'],[],False
species,Fabaceae,,,,,,,,Senna occidentalis,senna západná,,,,,,,,,,,,,['Cassia occidentalis'],[],False
species,Fabaceae,,,,,,,,Senna pendula,senna previsnutá,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Senna siamea,senna siamská,,,,,,,,,,,,,['Cassia siamea'],[],False
species,Fabaceae,,,,,,,,Senna timoriensis,senna timorská,,,,,,,,,,,,,['Cassia timoriensis'],[],False
hybrid,Fabaceae,,,,,,,,,,Senna × floribunda,senna kvetnatá,,,,,,,,,,,['Cassia floribunda'],[],False
genus,Cupressaceae,,Sequoia,sekvoja,,,,,,,,,,,,,,,,,,,[],[],False
species,Cupressaceae,,,,,,,,Sequoia sempervirens,sekvoja vždyzelená,,,,,,,,,,,,,[],[],False
genus,Cupressaceae,,Sequoiadendron,sekvojovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Cupressaceae,,,,,,,,Sequoiadendron giganteum,sekvojovec mamutí,,,,,,,,,,,,,['Sequoia gigantea'],[],False
genus,Orchidaceae,,Serapias,serapias,,,,,,,,,,,,,,,,,,,[],[],False
species,Orchidaceae,,,,,,,,Serapias cordigera,serapias srdiečkovitý,,,,,,,,,,,,,[],[],False
species,Orchidaceae,,,,,,,,Serapias lingua,serapias jazýčkatý,,,,,,,,,,,,,[],[],False
species,Orchidaceae,,,,,,,,Serapias parviflora,serapias malokvetý,,,,,,,,,,,,,[],[],False
genus,Arecaceae,,Serenoa,serenoa,,,,,,,,,,,,,,,,,,,[],[],False
species,Arecaceae,,,,,,,,Serenoa repens,serenoa plazivá,,,,,,,,,,,,,[],[],False
genus,Fabaceae,,Serianthes,seriant,,,,,,,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Serianthes calycina,seriant kalíškatý,,,,,,,,,,,,,[],[],False
genus,Amaranthaceae,,Sericostachys,lianovka,,,,,,,,,,,,,,,,,,,[],[],False
species,Amaranthaceae,,,,,,,,Sericostachys tomentosa,lianovka plstnatá,,,,,,,,,,,,,[],[],False
genus,Sapindaceae,,Serjania,seržánia,,,,,,,,,,,,,,,,,,,[],[],False
species,Sapindaceae,,,,,,,,Serjania communis,seržánia bežná,,,,,,,,,,,,,[],[],False
species,Sapindaceae,,,,,,,,Serjania cuspidata,seržánia zihlená,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Serratula,kosienka,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Serratula tinctoria,kosienka farbiarska,,,,,,,,,,,,,[],[],False
subspecies,Asteraceae,,,,,,,,,,,,,,Serratula tinctoria tinctoria,kosienka farbiarska pravá,,,,,,,[],[],False
subspecies,Asteraceae,,,,,,,,,,,,,,Serratula tinctoria monticola,kosienka farbiarska vrchovská,,,,,,,['Serratula tinctoria subsp. macrocephala'],[],False
genus,Resedaceae,,Sesamoides,sezamček,,,,,,,,,,,,,,,,,,,[],[],False
species,Resedaceae,,,,,,,,Sesamoides prostrata,sezamček rozprestretý,,,,,,,,,,,,,[],[],False
genus,Pedaliaceae,,Sesamothamnus,sezamovník,,,,,,,,,,,,,,,,,,,[],[],False
species,Pedaliaceae,,,,,,,,Sesamothamnus benguellensis,sezamovník benguelský,,,,,,,,,,,,,[],[],False
genus,Pedaliaceae,,Sesamum,sezam,,,,,,,,,,,,,,,,,,,"['Ceratotheca ', 'Dicerocaryum']",[],False
species,Pedaliaceae,,,,,,,,Sesamum alatum,sezam krídlatý,,,,,,,,,,,,,[],[],False
species,Pedaliaceae,,,,,,,,Sesamum indicum,sezam indický,,,,,,,,,,,,,[],[],False
species,Pedaliaceae,,,,,,,,Sesamum radiatum,sezam lúčovitý,,,,,,,,,,,,,[],[],False
species,Pedaliaceae,,,,,,,,Sesamum senecioides,sezam starčekovitý,,,,,,,,,,,,,[],[],False
species,Pedaliaceae,,,,,,,,Sesamum sesamoides,sezam olejný,,,,,,,,,,,,,['Ceratotheca sesamoides'],[],False
genus,Fabaceae,,Sesbania,sezbánia,,,,,,,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Sesbania cannabina,sezbánia konopná,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Sesbania grandiflora,sezbánia veľkokvetá,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Sesbania herbacea,sezbánia bylinná,,,,,,,,,,,,,['Sesbania exaltata'],[],False
species,Fabaceae,,,,,,,,Sesbania sesban,sezbánia obyčajná,,,,,,,,,,,,,[],[],False
genus,Apiaceae,,Seseli,sezel,,,,,,,,,,,,,,,,,,,"['Gasparrinia', 'Libanotis']",[],False
species,Apiaceae,,,,,,,,Seseli annuum,sezel ročný,,,,,,,,,,,,,['Seseli coloratum'],[],False
species,Apiaceae,,,,,,,,Seseli austriacum,sezel rakúsky,,,,,,,,,,,,,['Seseli osseum subsp. austriacum'],[],False
species,Apiaceae,,,,,,,,Seseli hippomarathrum,sezel feniklový,,,,,,,,,,,,,[],[],False
species,Apiaceae,,,,,,,,Seseli leucospermum,sezel bieloplodý,,,,,,,,,,,,,[],[],False
species,Apiaceae,,,,,,,,Seseli libanotis,sezel pyrenejský,,,,,,,,,,,,,"['Libanotis montana', 'Libanotis montana subsp. bipinnata', 'Libanotis montana subsp. sibirica', 'Libanotis pyrenaica', 'Libanotis pyrenaica subsp. pyrenaica', 'Libanotis pyrenaica subsp. bipinnata', 'Libanotis pyrenaica subsp. intermedia', 'Libanotis pyrenaica subsp. montana', 'Libanotis pyrenaica subsp. sibirica', 'Libanotis pyrenaica subsp. eulibanotis']",[],False
species,Apiaceae,,,,,,,,Seseli longifolium,sezel dlholistý,,,,,,,,,,,,,['Seseli elatum'],[],False
species,Apiaceae,,,,,,,,Seseli montanum,sezel horský,,,,,,,,,,,,,[],[],False
species,Apiaceae,,,,,,,,Seseli osseum,sezel sivý,,,,,,,,,,,,,"['Seseli devenyense', 'Seseli elatum subsp. heterophyllum', 'Seseli glaucum', 'Seseli osseum subsp. devenyense']",[],False
species,Apiaceae,,,,,,,,Seseli pallasii,sezel pestrý,,,,,,,,,,,,,['Seseli varium'],[],False
species,Apiaceae,,,,,,,,Seseli peucedanoides,sezel smldníkovitý,,,,,,,,,,,,,"['Gasparrinia peucedanoides', 'Silaum peucedanoides', 'Silaum rochelii']",[],False
species,Apiaceae,,,,,,,,Seseli rigidum,sezel tuhý,,,,,,,,,,,,,[],[],False
genus,Poaceae,,Sesleria,ostrevka,,,,,,,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Sesleria autumnalis,ostrevka jesenná,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Sesleria bielzii,ostrevka Bielzova,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Sesleria caerulea,ostrevka vápnomilná,,,,,,,,,,,,,"['Sesleria albicans', 'Sesleria calcaria', 'Sesleria varia', 'Sesleria varia subsp. varia']",[],False
species,Poaceae,,,,,,,,Sesleria heufleriana,ostrevka dlhosteblová,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Sesleria hungarica,ostrevka maďarská,,,,,,,,,,,,,['Sesleria heufleriana subsp. hungarica'],[],False
species,Poaceae,,,,,,,,Sesleria nitida,ostrevka lesklá,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Sesleria ovata,ostrevka vajcovitá,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Sesleria sadleriana,ostrevka Sadlerova,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Sesleria tatrae,ostrevka tatranská,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Sesleria uliginosa,ostrevka slatinná,,,,,,,,,,,,,['Sesleria caerulea'],[],False
genus,Aizoaceae,,Sesuvium,tučnolistovka,,,,,,,,,,,,,,,,,,,[],[],False
species,Aizoaceae,,,,,,,,Sesuvium portulacastrum,tučnolistovka portulakovitá,,,,,,,,,,,,,[],[],False
genus,Poaceae,,Setaria,bar,,,,,,,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Setaria faberi,bar Faberov,,,,,,,,,,,,,['Setaria macrocarpa'],[],False
species,Poaceae,,,,,,,,Setaria italica,bar taliansky,,,,,,,,,,,,,[],[],False
subspecies,Poaceae,,,,,,,,,,,,,,Setaria italica italica,bar taliansky pravý,,,,,,,['Setaria italica subsp. maxima'],[],False
subspecies,Poaceae,,,,,,,,,,,,,,Setaria italica moharia,bar taliansky obyčajný,,,,,,,['Setaria italica subsp. germanica'],[],False
species,Poaceae,,,,,,,,Setaria macrostachya,bar dlhoklasý,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Setaria pumila,bar sivý,,,,,,,,,,,,,['Setaria glauca'],[],False
species,Poaceae,,,,,,,,Setaria verticillata,bar praslenatý,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Setaria verticilliformis,bar klamný,,,,,,,,,,,,,['Setaria decipiens'],[],False
species,Poaceae,,,,,,,,Setaria viridis,bar zelený,,,,,,,,,,,,,[],[],False
subspecies,Poaceae,,,,,,,,,,,,,,Setaria viridis viridis,bar zelený pravý,,,,,,,[],[],False
subspecies,Poaceae,,,,,,,,,,,,,,Setaria viridis pycnocoma,bar zelený hustoklasý,,,,,,,[],[],False
genus,Setchellanthaceae,,Setchellanthus,sečelka,,,,,,,,,,,,,,,,,,,[],[],False
species,Setchellanthaceae,,,,,,,,Setchellanthus caeruleus,sečelka belasá,,,,,,,,,,,,,[],[],False
genus,Cactaceae,,Setiechinopsis,ježovník,,,,,,,,,,,,,,,,,,,[],[],False
species,Cactaceae,,,,,,,,Setiechinopsis mirabilis,ježovník podivuhodný,,,,,,,,,,,,,['Echinopsis mirabilis'],[],False
genus,Lauraceae,,Sextonia,sextonia,,,,,,,,,,,,,,,,,,,[],[],False
species,Lauraceae,,,,,,,,Sextonia pubescens,sextonia páperistá,,,,,,,,,,,,,[],[],False
genus,Elaeagnaceae,,Shepherdia,bizónka,,,,,,,,,,,,,,,,,,,[],[],False
species,Elaeagnaceae,,,,,,,,Shepherdia argentea,bizónka striebristá,,,,,,,,,,,,,[],[],False
species,Elaeagnaceae,,,,,,,,Shepherdia canadensis,bizónka kanadská,,,,,,,,,,,,,[],[],False
genus,Rubiaceae,,Sherardia,drapuľa,,,,,,,,,,,,,,,,,,,[],[],False
species,Rubiaceae,,,,,,,,Sherardia arvensis,drapuľa roľná,,,,,,,,,,,,,[],[],False
genus,Rubiaceae,,Sherbournia,kališnatka,,,,,,,,,,,,,,,,,,,[],[],False
species,Rubiaceae,,,,,,,,Sherbournia curvipes,kališnatka krivostopková,,,,,,,,,,,,,[],[],False
genus,Poaceae,,Shibataea,šibatea,,,,,,,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Shibataea kumasaca,šibatea listnatcovitá,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Shinnersia,šinersia,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Shinnersia rivularis,šinersia potočná,,,,,,,,,,,,,[],[],False
genus,Euphorbiaceae,,Shirakiopsis,širakiovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Euphorbiaceae,,,,,,,,Shirakiopsis indica,širakiovec indický,,,,,,,,,,,,,[],[],False
genus,Dipterocarpaceae,,Shorea,šorea,,,,,,,,,,,,,,,,,,,[],[],False
species,Dipterocarpacae,,,,,,,,Shorea collina,šorea kopcová,,,,,,,,,,,,,[],[],False
